group,case,seed,step,Delta,strain,metric,reaction_N,alpha0p8_through_crack
D0020,D0020_seed21_default_unitbox,21,29,8.9e-05,0.0089,saved_field_virtual_work_proxy_N,-86.0756998969769,True
D0020,D0020_seed21_default_unitbox,21,30,9.2e-05,0.0092,saved_field_virtual_work_proxy_N,-93.05311931786645,True
D0020,D0020_seed21_default_unitbox,21,31,9.5e-05,0.0095,saved_field_virtual_work_proxy_N,-100.87984654887886,True
D0020,D0020_seed21_default_unitbox,21,32,9.8e-05,0.0098,saved_field_virtual_work_proxy_N,-106.56716005815306,True
D0020,D0020_seed21_default_unitbox,21,33,0.0001,0.01,saved_field_virtual_work_proxy_N,-112.37498046105135,True
D0020,D0020_seed21_default_unitbox,21,0,1e-06,9.999999999999999e-05,bottom_sigma_integral_outward_N,-0.05304657098051248,False
D0020,D0020_seed21_default_unitbox,21,1,5e-06,0.0005,bottom_sigma_integral_outward_N,-0.2683451538529682,False
D0020,D0020_seed21_default_unitbox,21,2,1e-05,0.001,bottom_sigma_integral_outward_N,-0.5232596647860066,False
D0020,D0020_seed21_default_unitbox,21,3,1.5e-05,0.0015,bottom_sigma_integral_outward_N,-0.7522334386829791,False
D0020,D0020_seed21_default_unitbox,21,4,2e-05,0.002,bottom_sigma_integral_outward_N,-0.9413889280243819,False
D0020,D0020_seed21_default_unitbox,21,5,2.5e-05,0.0025,bottom_sigma_integral_outward_N,-1.0572610606309016,False
D0020,D0020_seed21_default_unitbox,21,6,3e-05,0.003,bottom_sigma_integral_outward_N,-1.1203177352420124,False
D0020,D0020_seed21_default_unitbox,21,7,3.5e-05,0.0034999999999999996,bottom_sigma_integral_outward_N,-1.1401080504752032,False
D0020,D0020_seed21_default_unitbox,21,8,4e-05,0.004,bottom_sigma_integral_outward_N,-1.1431931309976584,False
D0020,D0020_seed21_default_unitbox,21,9,4.5e-05,0.0045000000000000005,bottom_sigma_integral_outward_N,-1.1439883928397945,False
D0020,D0020_seed21_default_unitbox,21,10,4.7e-05,0.004699999999999999,bottom_sigma_integral_outward_N,-1.1403987550948234,False
D0020,D0020_seed21_default_unitbox,21,11,4.9e-05,0.0049,bottom_sigma_integral_outward_N,-1.140652951041632,False
D0020,D0020_seed21_default_unitbox,21,12,5.1e-05,0.0050999999999999995,bottom_sigma_integral_outward_N,-1.1471067253841076,False
D0020,D0020_seed21_default_unitbox,21,13,5.3e-05,0.0053,bottom_sigma_integral_outward_N,-1.1380181371574747,False
D0020,D0020_seed21_default_unitbox,21,14,5.5e-05,0.0055,bottom_sigma_integral_outward_N,-1.1345825627458557,True
D0020,D0020_seed21_default_unitbox,21,15,5.7e-05,0.0057,bottom_sigma_integral_outward_N,-1.1386987868194733,True
D0020,D0020_seed21_default_unitbox,21,16,5.9e-05,0.0059,bottom_sigma_integral_outward_N,-1.139230836495634,True
D0020,D0020_seed21_default_unitbox,21,17,6.1e-05,0.0060999999999999995,bottom_sigma_integral_outward_N,-1.134505558398759,True
D0020,D0020_seed21_default_unitbox,21,18,6.3e-05,0.0063,bottom_sigma_integral_outward_N,-1.1377130551420676,True
D0020,D0020_seed21_default_unitbox,21,19,6.5e-05,0.0065,bottom_sigma_integral_outward_N,-1.1291674472654472,True
D0020,D0020_seed21_default_unitbox,21,20,6.7e-05,0.0067,bottom_sigma_integral_outward_N,-1.1192348975366975,True
D0020,D0020_seed21_default_unitbox,21,21,6.9e-05,0.0069,bottom_sigma_integral_outward_N,-1.126174814201951,True
D0020,D0020_seed21_default_unitbox,21,22,7.1e-05,0.0071,bottom_sigma_integral_outward_N,-1.1097318946150343,True
D0020,D0020_seed21_default_unitbox,21,23,7.3e-05,0.0073,bottom_sigma_integral_outward_N,-1.089442032706693,True
D0020,D0020_seed21_default_unitbox,21,24,7.5e-05,0.007499999999999999,bottom_sigma_integral_outward_N,-1.1007822910085145,True
D0020,D0020_seed21_default_unitbox,21,25,7.7e-05,0.0077,bottom_sigma_integral_outward_N,-1.0933782163280892,True
D0020,D0020_seed21_default_unitbox,21,26,8e-05,0.008,bottom_sigma_integral_outward_N,-1.0528290042449338,True
D0020,D0020_seed21_default_unitbox,21,27,8.3e-05,0.0083,bottom_sigma_integral_outward_N,-1.0655895257547248,True
D0020,D0020_seed21_default_unitbox,21,28,8.6e-05,0.0086,bottom_sigma_integral_outward_N,-1.0811740872609585,True
D0020,D0020_seed21_default_unitbox,21,29,8.9e-05,0.0089,bottom_sigma_integral_outward_N,-1.0675718681266302,True
D0020,D0020_seed21_default_unitbox,21,30,9.2e-05,0.0092,bottom_sigma_integral_outward_N,-1.0484536643125155,True
D0020,D0020_seed21_default_unitbox,21,31,9.5e-05,0.0095,bottom_sigma_integral_outward_N,-1.049961881194749,True
D0020,D0020_seed21_default_unitbox,21,32,9.8e-05,0.0098,bottom_sigma_integral_outward_N,-1.0413378763749992,True
D0020,D0020_seed21_default_unitbox,21,33,0.0001,0.01,bottom_sigma_integral_outward_N,-1.0706755392729026,True
D0020,D0020_seed21_default_unitbox,21,0,1e-06,9.999999999999999e-05,internal_cut_force_above_crack_N,0.04421076595957674,False
D0020,D0020_seed21_default_unitbox,21,1,5e-06,0.0005,internal_cut_force_above_crack_N,0.23093144388545195,False
D0020,D0020_seed21_default_unitbox,21,2,1e-05,0.001,internal_cut_force_above_crack_N,0.4474240606179109,False
D0020,D0020_seed21_default_unitbox,21,3,1.5e-05,0.0015,internal_cut_force_above_crack_N,0.6399366779258239,False
D0020,D0020_seed21_default_unitbox,21,4,2e-05,0.002,internal_cut_force_above_crack_N,0.7803478794022696,False
D0020,D0020_seed21_default_unitbox,21,5,2.5e-05,0.0025,internal_cut_force_above_crack_N,0.8716559778314675,False
D0020,D0020_seed21_default_unitbox,21,6,3e-05,0.003,internal_cut_force_above_crack_N,0.9084752540120073,False
D0020,D0020_seed21_default_unitbox,21,7,3.5e-05,0.0034999999999999996,internal_cut_force_above_crack_N,0.9034165673155715,False
D0020,D0020_seed21_default_unitbox,21,8,4e-05,0.004,internal_cut_force_above_crack_N,0.8161246994762151,False
D0020,D0020_seed21_default_unitbox,21,9,4.5e-05,0.0045000000000000005,internal_cut_force_above_crack_N,0.7384911365579188,False
D0020,D0020_seed21_default_unitbox,21,10,4.7e-05,0.004699999999999999,internal_cut_force_above_crack_N,0.7291891786772247,False
D0020,D0020_seed21_default_unitbox,21,11,4.9e-05,0.0049,internal_cut_force_above_crack_N,0.7030617120713688,False
D0020,D0020_seed21_default_unitbox,21,12,5.1e-05,0.0050999999999999995,internal_cut_force_above_crack_N,0.6993358075404491,False
D0020,D0020_seed21_default_unitbox,21,13,5.3e-05,0.0053,internal_cut_force_above_crack_N,0.6875403948206424,False
D0020,D0020_seed21_default_unitbox,21,14,5.5e-05,0.0055,internal_cut_force_above_crack_N,0.6696828855761684,True
D0020,D0020_seed21_default_unitbox,21,15,5.7e-05,0.0057,internal_cut_force_above_crack_N,0.48368032849622455,True
D0020,D0020_seed21_default_unitbox,21,16,5.9e-05,0.0059,internal_cut_force_above_crack_N,0.4340204196996124,True
D0020,D0020_seed21_default_unitbox,21,17,6.1e-05,0.0060999999999999995,internal_cut_force_above_crack_N,0.49896122148564975,True
D0020,D0020_seed21_default_unitbox,21,18,6.3e-05,0.0063,internal_cut_force_above_crack_N,0.4700384973941859,True
D0020,D0020_seed21_default_unitbox,21,19,6.5e-05,0.0065,internal_cut_force_above_crack_N,0.498174658469711,True
D0020,D0020_seed21_default_unitbox,21,20,6.7e-05,0.0067,internal_cut_force_above_crack_N,0.45585775011783397,True
D0020,D0020_seed21_default_unitbox,21,21,6.9e-05,0.0069,internal_cut_force_above_crack_N,0.48253393690925245,True
D0020,D0020_seed21_default_unitbox,21,22,7.1e-05,0.0071,internal_cut_force_above_crack_N,0.43928448850222734,True
D0020,D0020_seed21_default_unitbox,21,23,7.3e-05,0.0073,internal_cut_force_above_crack_N,0.4601809323884133,True
D0020,D0020_seed21_default_unitbox,21,24,7.5e-05,0.007499999999999999,internal_cut_force_above_crack_N,0.45046088382768,True
D0020,D0020_seed21_default_unitbox,21,25,7.7e-05,0.0077,internal_cut_force_above_crack_N,0.4889218906086816,True
D0020,D0020_seed21_default_unitbox,21,26,8e-05,0.008,internal_cut_force_above_crack_N,0.5440913618320442,True
D0020,D0020_seed21_default_unitbox,21,27,8.3e-05,0.0083,internal_cut_force_above_crack_N,0.5249741882994338,True
D0020,D0020_seed21_default_unitbox,21,28,8.6e-05,0.0086,internal_cut_force_above_crack_N,0.4608468065080013,True
D0020,D0020_seed21_default_unitbox,21,29,8.9e-05,0.0089,internal_cut_force_above_crack_N,0.4689286963961865,True
D0020,D0020_seed21_default_unitbox,21,30,9.2e-05,0.0092,internal_cut_force_above_crack_N,0.49879345648985435,True
D0020,D0020_seed21_default_unitbox,21,31,9.5e-05,0.0095,internal_cut_force_above_crack_N,0.49869227071567257,True
D0020,D0020_seed21_default_unitbox,21,32,9.8e-05,0.0098,internal_cut_force_above_crack_N,0.4558174394600117,True
D0020,D0020_seed21_default_unitbox,21,33,0.0001,0.01,internal_cut_force_above_crack_N,0.46553699018558986,True
D0020,D0020_seed42_default_unitbox,42,0,1e-06,9.999999999999999e-05,legacy_top_sigma_integral_N,0.037233147324741575,False
D0020,D0020_seed42_default_unitbox,42,1,5e-06,0.0005,legacy_top_sigma_integral_N,0.19414997318305216,False
D0020,D0020_seed42_default_unitbox,42,2,1e-05,0.001,legacy_top_sigma_integral_N,0.3753547097416303,False
D0020,D0020_seed42_default_unitbox,42,3,1.5e-05,0.0015,legacy_top_sigma_integral_N,0.5313722341460729,False
D0020,D0020_seed42_default_unitbox,42,4,2e-05,0.002,legacy_top_sigma_integral_N,0.6396984170346769,False
D0020,D0020_seed42_default_unitbox,42,5,2.5e-05,0.0025,legacy_top_sigma_integral_N,0.691014650322044,False
D0020,D0020_seed42_default_unitbox,42,6,3e-05,0.003,legacy_top_sigma_integral_N,0.7109322411737511,False
D0020,D0020_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,legacy_top_sigma_integral_N,0.6984669667797315,False
D0020,D0020_seed42_default_unitbox,42,8,4e-05,0.004,legacy_top_sigma_integral_N,0.6793973173622648,False
D0020,D0020_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,legacy_top_sigma_integral_N,0.7301679191028242,False
D0020,D0020_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,legacy_top_sigma_integral_N,0.737795778358166,False
D0020,D0020_seed42_default_unitbox,42,11,4.9e-05,0.0049,legacy_top_sigma_integral_N,0.7338106276535717,False
D0020,D0020_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,legacy_top_sigma_integral_N,0.7273923672859635,False
D0020,D0020_seed42_default_unitbox,42,13,5.3e-05,0.0053,legacy_top_sigma_integral_N,0.7479105092814754,False
D0020,D0020_seed42_default_unitbox,42,14,5.5e-05,0.0055,legacy_top_sigma_integral_N,0.7530319747592928,True
D0020,D0020_seed42_default_unitbox,42,15,5.7e-05,0.0057,legacy_top_sigma_integral_N,0.7465255626898747,True
D0020,D0020_seed42_default_unitbox,42,16,5.9e-05,0.0059,legacy_top_sigma_integral_N,0.7416439638359881,True
D0020,D0020_seed42_default_unitbox,42,17,6.1e-05,0.0060999999999999995,legacy_top_sigma_integral_N,0.7641109282126209,True
D0020,D0020_seed42_default_unitbox,42,18,6.3e-05,0.0063,legacy_top_sigma_integral_N,0.7853173446340777,True
D0020,D0020_seed42_default_unitbox,42,19,6.5e-05,0.0065,legacy_top_sigma_integral_N,0.7671042999385372,True
D0020,D0020_seed42_default_unitbox,42,20,6.7e-05,0.0067,legacy_top_sigma_integral_N,0.7590694600501504,True
D0020,D0020_seed42_default_unitbox,42,21,6.9e-05,0.0069,legacy_top_sigma_integral_N,0.7605201510278218,True
D0020,D0020_seed42_default_unitbox,42,22,7.1e-05,0.0071,legacy_top_sigma_integral_N,0.8463920116372794,True
D0020,D0020_seed42_default_unitbox,42,23,7.3e-05,0.0073,legacy_top_sigma_integral_N,0.8276024286786259,True
D0020,D0020_seed42_default_unitbox,42,24,7.5e-05,0.007499999999999999,legacy_top_sigma_integral_N,0.863983230613214,True
D0020,D0020_seed42_default_unitbox,42,25,7.7e-05,0.0077,legacy_top_sigma_integral_N,0.8564821852754931,True
D0020,D0020_seed42_default_unitbox,42,26,8e-05,0.008,legacy_top_sigma_integral_N,0.8340883286122648,True
D0020,D0020_seed42_default_unitbox,42,27,8.3e-05,0.0083,legacy_top_sigma_integral_N,0.85456567239304,True
D0020,D0020_seed42_default_unitbox,42,28,8.6e-05,0.0086,legacy_top_sigma_integral_N,0.8552665016318166,True
D0020,D0020_seed42_default_unitbox,42,29,8.9e-05,0.0089,legacy_top_sigma_integral_N,0.8505725868827633,True
D0020,D0020_seed42_default_unitbox,42,30,9.2e-05,0.0092,legacy_top_sigma_integral_N,0.8339823441650782,True
D0020,D0020_seed42_default_unitbox,42,31,9.5e-05,0.0095,legacy_top_sigma_integral_N,0.8968547281035889,True
D0020,D0020_seed42_default_unitbox,42,32,9.8e-05,0.0098,legacy_top_sigma_integral_N,0.9163715271885304,True
D0020,D0020_seed42_default_unitbox,42,33,0.0001,0.01,legacy_top_sigma_integral_N,0.8663928437020306,True
D0020,D0020_seed42_default_unitbox,42,0,1e-06,9.999999999999999e-05,saved_field_energy_fd_proxy_N,0.25245690307156193,False
D0020,D0020_seed42_default_unitbox,42,1,5e-06,0.0005,saved_field_energy_fd_proxy_N,0.42059644045434247,False
D0020,D0020_seed42_default_unitbox,42,2,1e-05,0.001,saved_field_energy_fd_proxy_N,0.8200455334893277,False
D0020,D0020_seed42_default_unitbox,42,3,1.5e-05,0.0015,saved_field_energy_fd_proxy_N,1.1578875413150684,False
D0020,D0020_seed42_default_unitbox,42,4,2e-05,0.002,saved_field_energy_fd_proxy_N,1.3363436392697854,False
D0020,D0020_seed42_default_unitbox,42,5,2.5e-05,0.0025,saved_field_energy_fd_proxy_N,1.3224070638552738,False
D0020,D0020_seed42_default_unitbox,42,6,3e-05,0.003,saved_field_energy_fd_proxy_N,1.1668161187661312,False
D0020,D0020_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,saved_field_energy_fd_proxy_N,0.8875450321736561,False
D0020,D0020_seed42_default_unitbox,42,8,4e-05,0.004,saved_field_energy_fd_proxy_N,0.46229160624006993,False
D0020,D0020_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,saved_field_energy_fd_proxy_N,0.07598301307824157,False
D0020,D0020_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,saved_field_energy_fd_proxy_N,-0.06563732898552839,False
D0020,D0020_seed42_default_unitbox,42,11,4.9e-05,0.0049,saved_field_energy_fd_proxy_N,-0.2608693357832679,False
D0020,D0020_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,saved_field_energy_fd_proxy_N,-0.42289404990139384,False
D0020,D0020_seed42_default_unitbox,42,13,5.3e-05,0.0053,saved_field_energy_fd_proxy_N,-0.46281833481622014,False
D0020,D0020_seed42_default_unitbox,42,14,5.5e-05,0.0055,saved_field_energy_fd_proxy_N,-0.4867206647211578,True
D0020,D0020_seed42_default_unitbox,42,15,5.7e-05,0.0057,saved_field_energy_fd_proxy_N,-0.32900597565267353,True
D0020,D0020_seed42_default_unitbox,42,16,5.9e-05,0.0059,saved_field_energy_fd_proxy_N,-0.3211994757613863,True
D0020,D0020_seed42_default_unitbox,42,17,6.1e-05,0.0060999999999999995,saved_field_energy_fd_proxy_N,-0.40923208488425133,True
D0020,D0020_seed42_default_unitbox,42,18,6.3e-05,0.0063,saved_field_energy_fd_proxy_N,-0.32747593393949415,True
D0020,D0020_seed42_default_unitbox,42,19,6.5e-05,0.0065,saved_field_energy_fd_proxy_N,-0.2720875082297975,True
D0020,D0020_seed42_default_unitbox,42,20,6.7e-05,0.0067,saved_field_energy_fd_proxy_N,-0.24764242217762722,True
D0020,D0020_seed42_default_unitbox,42,21,6.9e-05,0.0069,saved_field_energy_fd_proxy_N,-0.2713856510428124,True
D0020,D0020_seed42_default_unitbox,42,22,7.1e-05,0.0071,saved_field_energy_fd_proxy_N,-0.19615099982157014,True
D0020,D0020_seed42_default_unitbox,42,23,7.3e-05,0.0073,saved_field_energy_fd_proxy_N,-0.25244899480526917,True
D0020,D0020_seed42_default_unitbox,42,24,7.5e-05,0.007499999999999999,saved_field_energy_fd_proxy_N,-0.2961562459674761,True
D0020,D0020_seed42_default_unitbox,42,25,7.7e-05,0.0077,saved_field_energy_fd_proxy_N,-0.17107282712559585,True
D0020,D0020_seed42_default_unitbox,42,26,8e-05,0.008,saved_field_energy_fd_proxy_N,-0.08333145703683878,True
D0020,D0020_seed42_default_unitbox,42,27,8.3e-05,0.0083,saved_field_energy_fd_proxy_N,-0.1603915219450412,True
D0020,D0020_seed42_default_unitbox,42,28,8.6e-05,0.0086,saved_field_energy_fd_proxy_N,-0.1592747819648124,True
D0020,D0020_seed42_default_unitbox,42,29,8.9e-05,0.0089,saved_field_energy_fd_proxy_N,-0.2605987448859861,True
D0020,D0020_seed42_default_unitbox,42,30,9.2e-05,0.0092,saved_field_energy_fd_proxy_N,-0.0959667312086408,True
D0020,D0020_seed42_default_unitbox,42,31,9.5e-05,0.0095,saved_field_energy_fd_proxy_N,0.1463175295264678,True
D0020,D0020_seed42_default_unitbox,42,32,9.8e-05,0.0098,saved_field_energy_fd_proxy_N,-0.061069340568934566,True
D0020,D0020_seed42_default_unitbox,42,33,0.0001,0.01,saved_field_energy_fd_proxy_N,-0.13847839324818034,True
D0020,D0020_seed42_default_unitbox,42,0,1e-06,9.999999999999999e-05,saved_field_virtual_work_proxy_N,0.054174031204676384,False
D0020,D0020_seed42_default_unitbox,42,1,5e-06,0.0005,saved_field_virtual_work_proxy_N,0.2679199067353502,False
D0020,D0020_seed42_default_unitbox,42,2,1e-05,0.001,saved_field_virtual_work_proxy_N,0.5275964290632167,False
D0020,D0020_seed42_default_unitbox,42,3,1.5e-05,0.0015,saved_field_virtual_work_proxy_N,0.7652240032665476,False
D0020,D0020_seed42_default_unitbox,42,4,2e-05,0.002,saved_field_virtual_work_proxy_N,0.9579625036248606,False
D0020,D0020_seed42_default_unitbox,42,5,2.5e-05,0.0025,saved_field_virtual_work_proxy_N,0.9427055680489441,False
D0020,D0020_seed42_default_unitbox,42,6,3e-05,0.003,saved_field_virtual_work_proxy_N,0.40942745131591735,False
D0020,D0020_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,saved_field_virtual_work_proxy_N,-0.9295451082447377,False
D0020,D0020_seed42_default_unitbox,42,8,4e-05,0.004,saved_field_virtual_work_proxy_N,-3.1301866334443016,False
D0020,D0020_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,saved_field_virtual_work_proxy_N,-6.92146737302039,False
D0020,D0020_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,saved_field_virtual_work_proxy_N,-8.70437778414063,False
D0020,D0020_seed42_default_unitbox,42,11,4.9e-05,0.0049,saved_field_virtual_work_proxy_N,-10.918715175894702,False
D0020,D0020_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,saved_field_virtual_work_proxy_N,-13.338474841553097,False
D0020,D0020_seed42_default_unitbox,42,13,5.3e-05,0.0053,saved_field_virtual_work_proxy_N,-16.264681339708304,False
D0020,D0020_seed42_default_unitbox,42,14,5.5e-05,0.0055,saved_field_virtual_work_proxy_N,-19.290781871347562,True
D0020,D0020_seed42_default_unitbox,42,15,5.7e-05,0.0057,saved_field_virtual_work_proxy_N,-22.48546699915104,True
D0020,D0020_seed42_default_unitbox,42,16,5.9e-05,0.0059,saved_field_virtual_work_proxy_N,-25.46599958700929,True
D0020,D0020_seed42_default_unitbox,42,17,6.1e-05,0.0060999999999999995,saved_field_virtual_work_proxy_N,-29.26333481153591,True
D0020,D0020_seed42_default_unitbox,42,18,6.3e-05,0.0063,saved_field_virtual_work_proxy_N,-33.354060116624694,True
D0020,D0020_seed42_default_unitbox,42,19,6.5e-05,0.0065,saved_field_virtual_work_proxy_N,-37.058413061874425,True
D0020,D0020_seed42_default_unitbox,42,20,6.7e-05,0.0067,saved_field_virtual_work_proxy_N,-41.102005691875945,True
D0020,D0020_seed42_default_unitbox,42,21,6.9e-05,0.0069,saved_field_virtual_work_proxy_N,-45.38598889138956,True
D0020,D0020_seed42_default_unitbox,42,22,7.1e-05,0.0071,saved_field_virtual_work_proxy_N,-49.67991782214553,True
D0020,D0020_seed42_default_unitbox,42,23,7.3e-05,0.0073,saved_field_virtual_work_proxy_N,-53.88111498235646,True
D0020,D0020_seed42_default_unitbox,42,24,7.5e-05,0.007499999999999999,saved_field_virtual_work_proxy_N,-58.80795700371494,True
D0020,D0020_seed42_default_unitbox,42,25,7.7e-05,0.0077,saved_field_virtual_work_proxy_N,-63.685664505145425,True
D0020,D0020_seed42_default_unitbox,42,26,8e-05,0.008,saved_field_virtual_work_proxy_N,-70.28024616613979,True
D0020,D0020_seed42_default_unitbox,42,27,8.3e-05,0.0083,saved_field_virtual_work_proxy_N,-76.53974992634014,True
D0020,D0020_seed42_default_unitbox,42,28,8.6e-05,0.0086,saved_field_virtual_work_proxy_N,-83.7794894371823,True
D0020,D0020_seed42_default_unitbox,42,29,8.9e-05,0.0089,saved_field_virtual_work_proxy_N,-90.17556912497675,True
D0020,D0020_seed42_default_unitbox,42,30,9.2e-05,0.0092,saved_field_virtual_work_proxy_N,-98.80763065394369,True
D0020,D0020_seed42_default_unitbox,42,31,9.5e-05,0.0095,saved_field_virtual_work_proxy_N,-103.23271962313399,True
D0020,D0020_seed42_default_unitbox,42,32,9.8e-05,0.0098,saved_field_virtual_work_proxy_N,-109.94960667218417,True
D0020,D0020_seed42_default_unitbox,42,33,0.0001,0.01,saved_field_virtual_work_proxy_N,-114.45556190966366,True
D0020,D0020_seed42_default_unitbox,42,0,1e-06,9.999999999999999e-05,bottom_sigma_integral_outward_N,-0.05305395666866165,False
D0020,D0020_seed42_default_unitbox,42,1,5e-06,0.0005,bottom_sigma_integral_outward_N,-0.2674737348772097,False
D0020,D0020_seed42_default_unitbox,42,2,1e-05,0.001,bottom_sigma_integral_outward_N,-0.5231637946242242,False
D0020,D0020_seed42_default_unitbox,42,3,1.5e-05,0.0015,bottom_sigma_integral_outward_N,-0.753297785192698,False
D0020,D0020_seed42_default_unitbox,42,4,2e-05,0.002,bottom_sigma_integral_outward_N,-0.9427270982156127,False
D0020,D0020_seed42_default_unitbox,42,5,2.5e-05,0.0025,bottom_sigma_integral_outward_N,-1.0581995072457737,False
D0020,D0020_seed42_default_unitbox,42,6,3e-05,0.003,bottom_sigma_integral_outward_N,-1.119993900331235,False
D0020,D0020_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,bottom_sigma_integral_outward_N,-1.138757609048705,False
D0020,D0020_seed42_default_unitbox,42,8,4e-05,0.004,bottom_sigma_integral_outward_N,-1.1418009172139192,False
D0020,D0020_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,bottom_sigma_integral_outward_N,-1.1421036678221488,False
D0020,D0020_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,bottom_sigma_integral_outward_N,-1.1401671655596546,False
D0020,D0020_seed42_default_unitbox,42,11,4.9e-05,0.0049,bottom_sigma_integral_outward_N,-1.142657917806649,False
D0020,D0020_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,bottom_sigma_integral_outward_N,-1.1410587110800159,False
D0020,D0020_seed42_default_unitbox,42,13,5.3e-05,0.0053,bottom_sigma_integral_outward_N,-1.1455959485287805,False
D0020,D0020_seed42_default_unitbox,42,14,5.5e-05,0.0055,bottom_sigma_integral_outward_N,-1.139314442347799,True
D0020,D0020_seed42_default_unitbox,42,15,5.7e-05,0.0057,bottom_sigma_integral_outward_N,-1.1281103198709763,True
D0020,D0020_seed42_default_unitbox,42,16,5.9e-05,0.0059,bottom_sigma_integral_outward_N,-1.133949724599119,True
D0020,D0020_seed42_default_unitbox,42,17,6.1e-05,0.0060999999999999995,bottom_sigma_integral_outward_N,-1.1275326297575023,True
D0020,D0020_seed42_default_unitbox,42,18,6.3e-05,0.0063,bottom_sigma_integral_outward_N,-1.1255545688418525,True
D0020,D0020_seed42_default_unitbox,42,19,6.5e-05,0.0065,bottom_sigma_integral_outward_N,-1.1354022182219923,True
D0020,D0020_seed42_default_unitbox,42,20,6.7e-05,0.0067,bottom_sigma_integral_outward_N,-1.120115752245594,True
D0020,D0020_seed42_default_unitbox,42,21,6.9e-05,0.0069,bottom_sigma_integral_outward_N,-1.129564185827021,True
D0020,D0020_seed42_default_unitbox,42,22,7.1e-05,0.0071,bottom_sigma_integral_outward_N,-1.1158209466523432,True
D0020,D0020_seed42_default_unitbox,42,23,7.3e-05,0.0073,bottom_sigma_integral_outward_N,-1.0922165422828651,True
D0020,D0020_seed42_default_unitbox,42,24,7.5e-05,0.007499999999999999,bottom_sigma_integral_outward_N,-1.1211571234043538,True
D0020,D0020_seed42_default_unitbox,42,25,7.7e-05,0.0077,bottom_sigma_integral_outward_N,-1.1164763940881064,True
D0020,D0020_seed42_default_unitbox,42,26,8e-05,0.008,bottom_sigma_integral_outward_N,-1.1146228584793594,True
D0020,D0020_seed42_default_unitbox,42,27,8.3e-05,0.0083,bottom_sigma_integral_outward_N,-1.085566570301594,True
D0020,D0020_seed42_default_unitbox,42,28,8.6e-05,0.0086,bottom_sigma_integral_outward_N,-1.0628042624419625,True
D0020,D0020_seed42_default_unitbox,42,29,8.9e-05,0.0089,bottom_sigma_integral_outward_N,-1.0623943783076166,True
D0020,D0020_seed42_default_unitbox,42,30,9.2e-05,0.0092,bottom_sigma_integral_outward_N,-1.0565935214281006,True
D0020,D0020_seed42_default_unitbox,42,31,9.5e-05,0.0095,bottom_sigma_integral_outward_N,-1.0874533308853476,True
D0020,D0020_seed42_default_unitbox,42,32,9.8e-05,0.0098,bottom_sigma_integral_outward_N,-1.0610655168694278,True
D0020,D0020_seed42_default_unitbox,42,33,0.0001,0.01,bottom_sigma_integral_outward_N,-1.0249867465687845,True
D0020,D0020_seed42_default_unitbox,42,0,1e-06,9.999999999999999e-05,internal_cut_force_above_crack_N,0.044221294068150556,False
D0020,D0020_seed42_default_unitbox,42,1,5e-06,0.0005,internal_cut_force_above_crack_N,0.22972289875570673,False
D0020,D0020_seed42_default_unitbox,42,2,1e-05,0.001,internal_cut_force_above_crack_N,0.44720145565325775,False
D0020,D0020_seed42_default_unitbox,42,3,1.5e-05,0.0015,internal_cut_force_above_crack_N,0.6357166788751458,False
D0020,D0020_seed42_default_unitbox,42,4,2e-05,0.002,internal_cut_force_above_crack_N,0.7816402743304013,False
D0020,D0020_seed42_default_unitbox,42,5,2.5e-05,0.0025,internal_cut_force_above_crack_N,0.8707769910968329,False
D0020,D0020_seed42_default_unitbox,42,6,3e-05,0.003,internal_cut_force_above_crack_N,0.8909722116399886,False
D0020,D0020_seed42_default_unitbox,42,7,3.5e-05,0.0034999999999999996,internal_cut_force_above_crack_N,0.8985239498891263,False
D0020,D0020_seed42_default_unitbox,42,8,4e-05,0.004,internal_cut_force_above_crack_N,0.8164437410793774,False
D0020,D0020_seed42_default_unitbox,42,9,4.5e-05,0.0045000000000000005,internal_cut_force_above_crack_N,0.6790960335684223,False
D0020,D0020_seed42_default_unitbox,42,10,4.7e-05,0.004699999999999999,internal_cut_force_above_crack_N,0.6648493961371811,False
D0020,D0020_seed42_default_unitbox,42,11,4.9e-05,0.0049,internal_cut_force_above_crack_N,0.6066415115518246,False
D0020,D0020_seed42_default_unitbox,42,12,5.1e-05,0.0050999999999999995,internal_cut_force_above_crack_N,0.5990693494365671,False
